"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","dataset_size","epochs","hidden_dim","latent_dim","learning_rate","n_components","test_size","training_size","epoch","explained_variance_ratio","min_overall_loss","min_test_loss","min_test_recon_loss","min_train_loss","min_train_recon_loss","n_model_params","name","overall_loss","test_loss","test_recon_loss","train_loss","train_recon_loss","unexplained_variance_ratio"
"AE-kingma-more-hidden-dims-inp50-ds5000-hid28_latent_75","finished","-","dhjayalath","","2023-03-01T01:31:45.000Z","139","","10","500","200","28","75","0.001","","","","199","","","0.2605299319267273","","6.4076401763916015","","7181","","","6.411810352706909","","0.26316255779266357","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid28_latent_50","finished","-","dhjayalath","","2023-03-01T01:29:22.000Z","140","","10","500","200","28","50","0.001","","","","199","","","0.5591040874004364","","6.862987802124024","","5756","","","6.864098361206055","","0.5630407904148101","",""
"AE-kingma-high-lat-norm-hid-inp50-ds5000-hid52_latent_10000","finished","-","ygideoni","","2023-03-01T01:27:31.000Z","607","","10","500","200","52","10000","0.001","","","","199","","","0.06287321646809578","","5.113689065170288","","1055354","","","5.132684282302856","","0.06488843297362328","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid28_latent_40","finished","-","dhjayalath","","2023-03-01T01:26:59.000Z","140","","10","500","200","28","40","0.001","","","","199","","","0.3974663761615753","","6.615017251205444","","5186","","","6.6228864383697506","","0.39933901052474974","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid28_latent_30","finished","-","dhjayalath","","2023-03-01T01:24:36.000Z","140","","10","500","200","28","30","0.001","","","","199","","","0.5576311606884002","","6.868191347503662","","4616","","","6.8739231456756595","","0.5612898523330688","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid28_latent_25","finished","-","dhjayalath","","2023-03-01T01:22:12.000Z","141","","10","500","200","28","25","0.001","","","","199","","","0.3948529855966568","","6.607708180236816","","4331","","","6.615402125549316","","0.396648655462265","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid28_latent_22","finished","-","dhjayalath","","2023-03-01T01:19:49.000Z","141","","10","500","200","28","22","0.001","","","","199","","","0.6585010610103608","","6.988364420318604","","4160","","","6.988364420318604","","0.6585010610103608","",""
"AE-kingma-high-lat-norm-hid-inp50-ds5000-hid52_latent_7500","finished","-","ygideoni","","2023-03-01T01:18:47.000Z","522","","10","500","200","52","7500","0.001","","","","199","","","0.051039048421382904","","4.611750923538208","","792854","","","4.658479167556763","","0.054635381197929385","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid28_latent_21","finished","-","dhjayalath","","2023-03-01T01:17:28.000Z","139","","10","500","200","28","21","0.001","","","","199","","","0.5597229123592377","","6.872596146392822","","4103","","","6.876622576522827","","0.5597229123592377","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid28_latent_20","finished","-","dhjayalath","","2023-03-01T01:15:07.000Z","139","","10","500","200","28","20","0.001","","","","199","","","0.3957567664384842","","6.600764437866211","","4046","","","6.6182581890106205","","0.39849239680767057","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid28_latent_19","finished","-","dhjayalath","","2023-03-01T01:12:46.000Z","138","","10","500","200","28","19","0.001","","","","199","","","0.5564279266834259","","6.864138986968994","","3989","","","6.876159568405152","","0.5602486744880676","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid28_latent_18","finished","-","dhjayalath","","2023-03-01T01:10:25.000Z","138","","10","500","200","28","18","0.001","","","","199","","","0.5588323107242584","","6.877595793151856","","3932","","","6.880493542480469","","0.5588323107242584","",""
"AE-kingma-high-lat-norm-hid-inp50-ds5000-hid60_latent_10000","finished","-","ygideoni","","2023-03-01T01:08:06.000Z","639","","10","500","200","60","10000","0.001","","","","199","","","0.04169342991709709","","4.049056459999084","","1216170","","","4.201809446907044","","0.04418714880347252","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid28_latent_17","finished","-","dhjayalath","","2023-03-01T01:08:02.000Z","140","","10","500","200","28","17","0.001","","","","199","","","0.5627098812580109","","6.886872018051148","","3875","","","6.886872018051148","","0.5627098812580109","",""
"AE-kingma-bigger-hidden-dims-inp50-ds5000-hid176_latent_2000","finished","-","ygideoni","","2023-03-01T01:07:30.000Z","1558","","10","500","200","176","2000","0.001","","","","199","","","0.010293974012881518","","1.6639571221351623","","724002","","","2.182004467773438","","0.013179379850625991","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid28_latent_14","finished","-","dhjayalath","","2023-03-01T01:05:36.000Z","143","","10","500","200","28","14","0.001","","","","199","","","0.9970718013763428","","7.363448156738281","","3704","","","7.380483853912353","","1.0000954281806946","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid28_latent_11","finished","-","dhjayalath","","2023-03-01T01:03:15.000Z","139","","10","500","200","28","11","0.001","","","","199","","","1.8877964221954344","","7.96496062965393","","3533","","","8.036106034469604","","1.8898379997253416","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid28_latent_8","finished","-","dhjayalath","","2023-03-01T01:00:53.000Z","139","","10","500","200","28","8","0.001","","","","199","","","2.9970314643859863","","8.68496710281372","","3362","","","9.002175521087647","","2.9970314643859863","",""
"AE-kingma-high-lat-norm-hid-inp50-ds5000-hid60_latent_7500","finished","-","ygideoni","","2023-03-01T00:59:01.000Z","543","","10","500","200","60","7500","0.001","","","","199","","","0.045599496376514434","","4.425923578453064","","913670","","","4.4876065349578855","","0.04657128490209579","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid28_latent_5","finished","-","dhjayalath","","2023-03-01T00:58:30.000Z","140","","10","500","200","28","5","0.001","","","","199","","","4.584022961044312","","9.393874184036257","","3191","","","9.795834275054933","","4.584022961044312","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_60","finished","-","dhjayalath","","2023-03-01T00:56:08.000Z","139","","10","500","200","20","60","0.001","","","","199","","","0.9505748373985292","","7.451545976638794","","4550","","","7.467258550262451","","0.9552189211845398","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_250","finished","-","dhjayalath","","2023-03-01T00:53:47.000Z","139","","10","500","200","20","250","0.001","","","","199","","","0.5384701047897339","","7.118739386367798","","12340","","","7.122049329376221","","0.5521770942211152","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_150","finished","-","dhjayalath","","2023-03-01T00:51:26.000Z","138","","10","500","200","20","150","0.001","","","","199","","","0.5415312911033631","","7.115936273574829","","8240","","","7.143172137069702","","0.5494129018306733","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_2","finished","-","dhjayalath","","2023-03-01T00:49:04.000Z","139","","10","500","200","20","2","0.001","","","","199","","","7.412591523742676","","9.878119827270508","","2172","","","10.46319445953369","","7.412591523742676","",""
"AE-kingma-bigger-hidden-dims-inp50-ds5000-hid176_latent_1500","finished","-","ygideoni","","2023-03-01T00:48:38.000Z","1130","","10","500","200","176","1500","0.001","","","","199","","","0.01058489886894822","","1.755967383670807","","547502","","","2.05298257188797","","0.01058489886894822","",""
"AE-kingma-high-lat-norm-hid-inp50-ds5000-hid68_latent_10000","finished","-","ygideoni","","2023-03-01T00:47:33.000Z","686","","10","500","200","68","10000","0.001","","","","199","","","0.05495170931816101","","4.699850082397461","","1376986","","","4.719961382293701","","0.057376068568229674","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_5000","finished","-","dhjayalath","","2023-03-01T00:46:41.000Z","141","","10","500","200","20","5000","0.001","","","","199","","","1.6661343643188478","","8.053164263534546","","207090","","","8.13382607460022","","1.6661343643188478","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_3000","finished","-","dhjayalath","","2023-03-01T00:44:18.000Z","141","","10","500","200","20","3000","0.001","","","","199","","","1.5620833038330078","","7.804311085891723","","125090","","","7.821756945419311","","1.5625046504974365","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_2000","finished","-","dhjayalath","","2023-03-01T00:41:57.000Z","139","","10","500","200","20","2000","0.001","","","","199","","","1.6317178869247435","","7.911165577697754","","84090","","","8.09598095779419","","1.633020436668396","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_1500","finished","-","dhjayalath","","2023-03-01T00:39:34.000Z","141","","10","500","200","20","1500","0.001","","","","199","","","1.254353556728363","","7.6537899353027345","","63590","","","7.671044124603272","","1.2550065733909608","",""
"AE-kingma-high-lat-norm-hid-inp50-ds5000-hid68_latent_7500","finished","-","ygideoni","","2023-03-01T00:37:58.000Z","572","","10","500","200","68","7500","0.001","","","","199","","","0.029847937914729117","","3.0291399797439573","","1034486","","","3.2405132553100584","","0.03461427439749241","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_1000","finished","-","dhjayalath","","2023-03-01T00:37:12.000Z","139","","10","500","200","20","1000","0.001","","","","199","","","0.9355969635009764","","7.45534969406128","","43090","","","7.513939897918701","","0.9360693519592284","",""
"AE-kingma-bigger-hidden-dims-inp50-ds5000-hid176_latent_1000","finished","-","ygideoni","","2023-03-01T00:36:50.000Z","706","","10","500","200","176","1000","0.001","","","","199","","","0.01041505330130458","","1.7436056586265565","","371002","","","2.196307856273651","","0.010544109170883892","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_900","finished","-","dhjayalath","","2023-03-01T00:34:49.000Z","141","","10","500","200","20","900","0.001","","","","199","","","0.5380690719127655","","7.120025597000122","","38990","","","7.135512559509277","","0.5425082455158233","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_750","finished","-","dhjayalath","","2023-03-01T00:32:26.000Z","141","","10","500","200","20","750","0.001","","","","199","","","1.037993827342987","","7.506113008880615","","32840","","","7.508960610580444","","1.037993827342987","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_600","finished","-","dhjayalath","","2023-03-01T00:30:04.000Z","140","","10","500","200","20","600","0.001","","","","199","","","2.277429778289795","","8.049951879119874","","26690","","","8.072116891860961","","2.278570052909851","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_500","finished","-","dhjayalath","","2023-03-01T00:27:43.000Z","139","","10","500","200","20","500","0.001","","","","199","","","1.6547010065078736","","7.910865798950195","","22590","","","8.067212367248535","","1.6547010065078736","",""
"AE-kingma-bigger-hidden-dims-inp50-ds5000-hid176_latent_900","finished","-","ygideoni","","2023-03-01T00:26:29.000Z","619","","10","500","200","176","900","0.001","","","","199","","","0.00980200810134411","","1.548104905128479","","335702","","","1.9330741465568544","","0.01429426518753171","",""
"AE-kingma-high-lat-norm-hid-inp50-ds5000-hid76_latent_10000","finished","-","ygideoni","","2023-03-01T00:25:49.000Z","727","","10","500","200","76","10000","0.001","","","","199","","","0.023041202941536904","","3.02809893951416","","1537802","","","3.0811244693756104","","0.029943976870179176","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_350","finished","-","dhjayalath","","2023-03-01T00:25:21.000Z","139","","10","500","200","20","350","0.001","","","","199","","","0.7370785764694214","","7.306631359481812","","16440","","","7.323038814544677","","0.7377297329902649","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_200","finished","-","dhjayalath","","2023-03-01T00:23:00.000Z","139","","10","500","200","20","200","0.001","","","","199","","","0.3682582627058029","","7.047388535308838","","10290","","","7.053493519210815","","0.38164186835289","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_100","finished","-","dhjayalath","","2023-03-01T00:20:38.000Z","140","","10","500","200","20","100","0.001","","","","199","","","0.8835713178634643","","7.355482404708862","","6190","","","7.355482404708862","","0.8835713178634643","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_75","finished","-","dhjayalath","","2023-03-01T00:18:16.000Z","140","","10","500","200","20","75","0.001","","","","199","","","1.2237552145957946","","7.6519237213134765","","5165","","","7.664093131637573","","1.2317102619171143","",""
"AE-kingma-bigger-hidden-dims-inp50-ds5000-hid176_latent_750","finished","-","ygideoni","","2023-03-01T00:17:01.000Z","565","","10","500","200","176","750","0.001","","","","199","","","0.010483230368793011","","1.693753921985626","","282752","","","2.3504144783973695","","0.012186802598834038","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_50","finished","-","dhjayalath","","2023-03-01T00:15:52.000Z","139","","10","500","200","20","50","0.001","","","","199","","","0.9539987943649292","","7.45162509727478","","4140","","","7.46044905052185","","0.9569495606422423","",""
"AE-kingma-high-lat-norm-hid-inp50-ds5000-hid76_latent_7500","finished","-","ygideoni","","2023-03-01T00:15:45.000Z","601","","10","500","200","76","7500","0.001","","","","199","","","0.017182009956240654","","2.553871173381806","","1155302","","","2.8770422077178956","","0.022405571173131467","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_40","finished","-","dhjayalath","","2023-03-01T00:13:32.000Z","137","","10","500","200","20","40","0.001","","","","199","","","1.2227408052444455","","7.649864014816284","","3730","","","7.660240630340576","","1.2245325386047363","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_30","finished","-","dhjayalath","","2023-03-01T00:11:11.000Z","139","","10","500","200","20","30","0.001","","","","199","","","1.5145258939743045","","7.7931313259124755","","3320","","","7.827280588531494","","1.516838273048401","",""
"AE-kingma-bigger-hidden-dims-inp50-ds5000-hid176_latent_600","finished","-","ygideoni","","2023-03-01T00:08:57.000Z","482","","10","500","200","176","600","0.001","","","","199","","","0.008534591583162545","","1.5900930066108705","","229802","","","1.9802002606391904","","0.012599469695985317","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_25","finished","-","dhjayalath","","2023-03-01T00:08:48.000Z","140","","10","500","200","20","25","0.001","","","","199","","","1.2207373259544372","","7.648721194458008","","3115","","","7.658432484817505","","1.2232273376464844","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_22","finished","-","dhjayalath","","2023-03-01T00:06:29.000Z","137","","10","500","200","20","22","0.001","","","","199","","","1.220700347995758","","7.648613843154907","","2992","","","7.6536605850219726","","1.221561842727661","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_21","finished","-","dhjayalath","","2023-03-01T00:04:08.000Z","139","","10","500","200","20","21","0.001","","","","199","","","1.2197318555831909","","7.6501987880706785","","2951","","","7.668123982620239","","1.2240520941734314","",""
"AE-kingma-high-lat-norm-hid-inp50-ds5000-hid84_latent_10000","finished","-","ygideoni","","2023-03-01T00:02:53.000Z","769","","10","500","200","84","10000","0.001","","","","199","","","0.02745044412612915","","3.212065148162842","","1698618","","","3.43122124786377","","0.031866110548377034","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_20","finished","-","dhjayalath","","2023-03-01T00:01:48.000Z","137","","10","500","200","20","20","0.001","","","","199","","","1.2246023970603943","","7.655218963623047","","2910","","","7.6673841381073","","1.2261267035484311","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_19","finished","-","dhjayalath","","2023-02-28T23:59:27.000Z","139","","10","500","200","20","19","0.001","","","","199","","","1.2214263019561769","","7.654219528579712","","2869","","","7.656719021987915","","1.225708269786835","",""
"AE-kingma-bigger-hidden-dims-inp50-ds5000-hid176_latent_500","finished","-","ygideoni","","2023-02-28T23:57:52.000Z","663","","10","500","200","176","500","0.001","","","","199","","","0.008634125261753797","","1.5794902164459228","","194502","","","1.9860280787467957","","0.008634125261753797","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_18","finished","-","dhjayalath","","2023-02-28T23:57:05.000Z","139","","10","500","200","20","18","0.001","","","","199","","","1.2184558387756348","","7.646197343063355","","2828","","","7.648208126831054","","1.2241896040916442","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_17","finished","-","dhjayalath","","2023-02-28T23:54:44.000Z","139","","10","500","200","20","17","0.001","","","","199","","","1.2208025611877442","","7.649429915237427","","2787","","","7.662146443557739","","1.2218547270774842","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_14","finished","-","dhjayalath","","2023-02-28T23:52:21.000Z","141","","10","500","200","20","14","0.001","","","","199","","","1.515783243560791","","7.791680617523193","","2664","","","7.798264426803589","","1.5209173675537109","",""
"AE-kingma-high-lat-norm-hid-inp50-ds5000-hid84_latent_7500","finished","-","ygideoni","","2023-02-28T23:52:18.000Z","632","","10","500","200","84","7500","0.001","","","","199","","","0.019016422146558763","","2.694765324115753","","1276118","","","2.7335357551574706","","0.021636246232688425","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_11","finished","-","dhjayalath","","2023-02-28T23:50:00.000Z","139","","10","500","200","20","11","0.001","","","","199","","","2.252832479286194","","8.05872569694519","","2541","","","8.084587355804443","","2.2556363843917846","",""
"AE-kingma-bigger-hidden-dims-inp50-ds5000-hid176_latent_350","finished","-","ygideoni","","2023-02-28T23:47:48.000Z","603","","10","500","200","176","350","0.001","","","","199","","","0.00762087772488594","","1.555571959590912","","141552","","","1.9513143604278564","","0.014460280752182008","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_8","finished","-","dhjayalath","","2023-02-28T23:47:39.000Z","139","","10","500","200","20","8","0.001","","","","199","","","3.050812224578858","","8.672889819335937","","2418","","","8.73488950958252","","3.053733369445801","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid20_latent_5","finished","-","dhjayalath","","2023-02-28T23:45:17.000Z","139","","10","500","200","20","5","0.001","","","","199","","","4.789774615097046","","9.318126541900634","","2295","","","9.600704780197145","","4.789774615097046","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid12_latent_60","finished","-","dhjayalath","","2023-02-28T23:42:56.000Z","139","","10","500","200","12","60","0.001","","","","199","","","3.326251308441162","","9.01068059577942","","2774","","","9.01068059577942","","3.326251308441162","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid12_latent_250","finished","-","dhjayalath","","2023-02-28T23:40:35.000Z","139","","10","500","200","12","250","0.001","","","","199","","","3.136667663574219","","8.91008371887207","","7524","","","8.913534144592285","","3.139442204284668","",""
"AE-kingma-bigger-hidden-dims-inp50-ds5000-hid176_latent_200","finished","-","ygideoni","","2023-02-28T23:40:18.000Z","448","","10","500","200","176","200","0.001","","","","199","","","0.009344390397518871","","1.7220764728546143","","88602","","","2.0788832226753233","","0.014435782557725908","",""
"AE-kingma-high-lat-norm-hid-inp50-ds5000-hid92_latent_10000","finished","-","ygideoni","","2023-02-28T23:38:49.000Z","807","","10","500","200","92","10000","0.001","","","","199","","","0.012448234990984202","","2.323789726257324","","1859434","","","2.382730911827087","","0.01617516492679715","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid12_latent_150","finished","-","dhjayalath","","2023-02-28T23:38:12.000Z","141","","10","500","200","12","150","0.001","","","","199","","","3.1046146663665772","","8.819419835662842","","5024","","","8.912839711761475","","3.105346530151367","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid12_latent_2","finished","-","dhjayalath","","2023-02-28T23:35:51.000Z","139","","10","500","200","12","2","0.001","","","","199","","","7.251796099853515","","10.188271035766602","","1324","","","10.85214178390503","","7.261796173858643","",""
"AE-kingma-bigger-hidden-dims-inp50-ds5000-hid176_latent_100","finished","-","ygideoni","","2023-02-28T23:34:14.000Z","362","","10","500","200","176","100","0.001","","","","199","","","0.01025433904901147","","1.6667069838523865","","53302","","","2.14846199760437","","0.014497982762008903","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid12_latent_5000","finished","-","dhjayalath","","2023-02-28T23:33:25.000Z","143","","10","500","200","12","5000","0.001","","","","199","","","6.213092346191406","","9.794923797607424","","126274","","","9.810500507354735","","6.21749688873291","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid12_latent_3000","finished","-","dhjayalath","","2023-02-28T23:31:02.000Z","141","","10","500","200","12","3000","0.001","","","","199","","","3.5965188591003416","","9.081282516860965","","76274","","","9.098709057998658","","3.5965188591003416","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid12_latent_2000","finished","-","dhjayalath","","2023-02-28T23:28:40.000Z","140","","10","500","200","12","2000","0.001","","","","199","","","5.471146188354492","","9.580405487823484","","51274","","","9.593036898040772","","5.476188375091553","",""
"AE-kingma-bigger-hidden-dims-inp50-ds5000-hid176_latent_75","finished","-","ygideoni","","2023-02-28T23:28:38.000Z","334","","10","500","200","176","75","0.001","","","","199","","","0.0051560994803905484","","1.6656560660362243","","44477","","","2.1362244069099425","","0.009453580610826611","",""
"AE-kingma-high-lat-norm-hid-inp50-ds5000-hid92_latent_7500","finished","-","ygideoni","","2023-02-28T23:27:46.000Z","661","","10","500","200","92","7500","0.001","","","","199","","","0.009381166338175536","","2.254567880439758","","1396934","","","2.6143376190185545","","0.014596924875676633","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid12_latent_1500","finished","-","dhjayalath","","2023-02-28T23:26:17.000Z","140","","10","500","200","12","1500","0.001","","","","199","","","3.602771460342407","","9.101882082366943","","38774","","","9.11755849876404","","3.604280637359619","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid12_latent_1000","finished","-","dhjayalath","","2023-02-28T23:23:51.000Z","143","","10","500","200","12","1000","0.001","","","","199","","","3.619658168792725","","9.120639859008788","","26274","","","9.145270697021484","","3.6274050762176513","",""
"AE-kingma-bigger-hidden-dims-inp50-ds5000-hid176_latent_50","finished","-","ygideoni","","2023-02-28T23:23:10.000Z","326","","10","500","200","176","50","0.001","","","","199","","","0.014219327813386915","","2.1730247737884523","","35652","","","2.4019736916542054","","0.017471596324443818","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid12_latent_900","finished","-","dhjayalath","","2023-02-28T23:21:28.000Z","141","","10","500","200","12","900","0.001","","","","199","","","3.205155978012085","","8.90379321899414","","23774","","","8.932760613250732","","3.2054197063446046","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid12_latent_750","finished","-","dhjayalath","","2023-02-28T23:19:02.000Z","143","","10","500","200","12","750","0.001","","","","199","","","3.1868498718261717","","8.9574623462677","","20024","","","8.963029543304444","","3.18795704460144","",""
"AE-kingma-bigger-hidden-dims-inp50-ds5000-hid176_latent_40","finished","-","ygideoni","","2023-02-28T23:18:08.000Z","300","","10","500","200","176","40","0.001","","","","199","","","0.03398016352057457","","3.273486983680725","","32122","","","3.5557239908218383","","0.04539441061019898","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid12_latent_600","finished","-","dhjayalath","","2023-02-28T23:16:38.000Z","141","","10","500","200","12","600","0.001","","","","199","","","3.1317874263763428","","8.929392309951782","","16274","","","8.942246718597412","","3.137879364776611","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid12_latent_500","finished","-","dhjayalath","","2023-02-28T23:14:16.000Z","140","","10","500","200","12","500","0.001","","","","199","","","3.1347413608551027","","8.860271557998658","","13774","","","8.877140560150146","","3.1401815837860108","",""
"AE-kingma-high-lat-norm-hid-inp50-ds5000-hid100_latent_10000","finished","-","ygideoni","","2023-02-28T23:13:36.000Z","848","","10","500","200","100","10000","0.001","","","","199","","","0.018380890618264676","","2.4999100277900697","","2020250","","","2.4999100277900697","","0.0186374109596014","",""
"AE-kingma-bigger-hidden-dims-inp50-ds5000-hid176_latent_30","finished","-","ygideoni","","2023-02-28T23:12:19.000Z","346","","10","500","200","176","30","0.001","","","","199","","","0.054682362043857576","","4.626620499801636","","28592","","","4.825164274597168","","0.056278348469734195","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid12_latent_350","finished","-","dhjayalath","","2023-02-28T23:11:52.000Z","141","","10","500","200","12","350","0.001","","","","199","","","3.17459630317688","","8.928692458724976","","10024","","","8.959344469070434","","3.178780613708496","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid12_latent_200","finished","-","dhjayalath","","2023-02-28T23:09:28.000Z","142","","10","500","200","12","200","0.001","","","","199","","","3.597651521682739","","9.089847130584715","","6274","","","9.089847130584715","","3.5981975540161133","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid12_latent_100","finished","-","dhjayalath","","2023-02-28T23:07:05.000Z","141","","10","500","200","12","100","0.001","","","","199","","","2.2116549337387084","","8.417332554626466","","3774","","","8.435205699539184","","2.2116549337387084","",""
"AE-kingma-bigger-hidden-dims-inp50-ds5000-hid176_latent_25","finished","-","ygideoni","","2023-02-28T23:06:35.000Z","342","","10","500","200","176","25","0.001","","","","199","","","0.0650599149465561","","5.585042175292969","","26827","","","5.719212266540527","","0.06815499613285064","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid12_latent_75","finished","-","dhjayalath","","2023-02-28T23:04:37.000Z","146","","10","500","200","12","75","0.001","","","","199","","","3.105244757461548","","8.775433144378662","","3149","","","8.849340071105956","","3.105244757461548","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid12_latent_50","finished","-","dhjayalath","","2023-02-28T23:02:15.000Z","140","","10","500","200","12","50","0.001","","","","199","","","3.1032573554992675","","8.88173087234497","","2524","","","8.924623211669921","","3.1032674030303955","",""
"AE-kingma-high-lat-norm-hid-inp50-ds5000-hid100_latent_7500","finished","-","ygideoni","","2023-02-28T23:02:01.000Z","693","","10","500","200","100","7500","0.001","","","","199","","","0.02143249065876007","","2.6764452583312988","","1517750","","","2.9522132722854613","","0.02143249065876007","",""
"AE-kingma-bigger-hidden-dims-inp50-ds5000-hid176_latent_22","finished","-","ygideoni","","2023-02-28T23:01:05.000Z","328","","10","500","200","176","22","0.001","","","","199","","","0.07399572275876999","","6.439090302658081","","25768","","","6.457434131240845","","0.07399572275876999","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid12_latent_40","finished","-","dhjayalath","","2023-02-28T22:59:52.000Z","140","","10","500","200","12","40","0.001","","","","199","","","2.726895832061768","","8.698657243728638","","2274","","","8.739179960632324","","2.73312127532959","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid12_latent_30","finished","-","dhjayalath","","2023-02-28T22:57:25.000Z","144","","10","500","200","12","30","0.001","","","","199","","","3.105033678817749","","8.906001767349244","","2024","","","8.907868472290039","","3.1072107181549073","",""
"AE-kingma-bigger-hidden-dims-inp50-ds5000-hid176_latent_21","finished","-","ygideoni","","2023-02-28T22:56:08.000Z","295","","10","500","200","176","21","0.001","","","","199","","","0.16291849232912065","","6.7062452579498295","","25415","","","6.708574542236328","","0.16431810245513917","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid12_latent_25","finished","-","dhjayalath","","2023-02-28T22:55:02.000Z","141","","10","500","200","12","25","0.001","","","","199","","","2.649019697189331","","8.583546032333373","","1899","","","8.589204011154175","","2.6500272315979005","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid12_latent_22","finished","-","dhjayalath","","2023-02-28T22:52:38.000Z","141","","10","500","200","12","22","0.001","","","","199","","","2.643318823623657","","8.5707258934021","","1824","","","8.608362451934815","","2.6437926309585573","",""
"AE-kingma-bigger-hidden-dims-inp50-ds5000-hid176_latent_20","finished","-","ygideoni","","2023-02-28T22:51:23.000Z","284","","10","500","200","176","20","0.001","","","","199","","","0.07786329156160354","","6.475251864624023","","25062","","","6.475251864624023","","0.08245993810892105","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid12_latent_21","finished","-","dhjayalath","","2023-02-28T22:50:14.000Z","142","","10","500","200","12","21","0.001","","","","199","","","3.103823623275757","","8.877591276168824","","1799","","","8.90378864479065","","3.1060605445861817","",""
"AE-kingma-more-hidden-dims-inp50-ds5000-hid12_latent_20","finished","-","dhjayalath","","2023-02-28T22:47:51.000Z","141","","10","500","200","12","20","0.001","","","","199","","","3.100366263961792","","8.895386130523681","","1774","","","8.909790867996216","","3.107943780899048","",""
