"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","data_dim","data_latent_dim","dataset_size","dataset_sizes","epochs","hidden_dim","latent_dim","learning_rate","test_size","n_params","test_loss","train_loss"
"lin-ae-dsize-1840","finished","-","dhjayalath","","2023-05-16T21:38:57.000Z","80","","20","25","10","1840","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.013292809307575228","0.01010071486234665"
"lin-ae-dsize-1336","finished","-","dhjayalath","","2023-05-16T21:37:53.000Z","62","","20","25","10","1336","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.01122159168124199","0.01075083203613758"
"lin-ae-dsize-970","finished","-","dhjayalath","","2023-05-16T21:37:03.000Z","48","","20","25","10","970","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.011618322014808656","0.009803326800465584"
"lin-ae-dsize-705","finished","-","dhjayalath","","2023-05-16T21:36:23.000Z","38","","20","25","10","705","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.0125536789894104","0.011066305451095104"
"lin-ae-dsize-512","finished","-","dhjayalath","","2023-05-16T21:35:49.000Z","32","","20","25","10","512","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.015373553529381752","0.013562794774770737"
"lin-ae-dsize-371","finished","-","dhjayalath","","2023-05-16T21:35:18.000Z","29","","20","25","10","371","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.012134057700634002","0.01052157487720251"
"lin-ae-dsize-270","finished","-","dhjayalath","","2023-05-16T21:34:54.000Z","22","","20","25","10","270","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.0191139175593853","0.018936168402433395"
"lin-ae-dsize-196","finished","-","dhjayalath","","2023-05-16T21:34:30.000Z","22","","20","25","10","196","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.01354816611111164","0.010019964538514614"
"lin-ae-dsize-142","finished","-","dhjayalath","","2023-05-16T21:34:09.000Z","18","","20","25","10","142","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.01566983741521835","0.016026606783270836"
"lin-ae-dsize-103","finished","-","dhjayalath","","2023-05-16T21:33:51.000Z","15","","20","25","10","103","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.0152721449136734","0.010634347796440125"
"lin-ae-dsize-75","finished","-","dhjayalath","","2023-05-16T21:33:35.000Z","14","","20","25","10","75","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.018810047447681427","0.013342092745006084"
"lin-ae-dsize-54","finished","-","dhjayalath","","2023-05-16T21:33:19.000Z","13","","20","25","10","54","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.01749193012714386","0.007197592873126268"
"lin-ae-dsize-39","finished","-","dhjayalath","","2023-05-16T21:33:03.000Z","13","","20","25","10","39","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.027783101975917816","0.009401528164744375"
"lin-ae-dsize-28","finished","-","dhjayalath","","2023-05-16T21:32:47.000Z","13","","20","25","10","28","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.03704378026723862","0.0082801952958107"
"lin-ae-dsize-20","finished","-","dhjayalath","","2023-05-16T21:32:33.000Z","12","","20","25","10","20","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.07373129940032959","0.006345772184431553"
"lin-ae-dsize-15","finished","-","dhjayalath","","2023-05-16T21:32:20.000Z","11","","20","25","10","15","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.17237213349342345","0.004114802461117506"
"lin-ae-dsize-11","finished","-","dhjayalath","","2023-05-16T21:32:05.000Z","11","","20","25","10","11","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.48212373542785647","0.0032265183981508017"
"lin-ae-dsize-8","finished","-","dhjayalath","","2023-05-16T21:31:51.000Z","12","","20","25","10","8","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","1.2276121501922608","2.1376359070433146e-13"
