"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","data_dim","data_latent_dim","dataset_size","dataset_sizes","epochs","hidden_dim","latent_dim","learning_rate","test_size","n_params","test_loss","train_loss"
"lin-ae-extra_exps-dsize-1006","finished","-","ygideoni","","2023-05-17T11:35:16.000Z","166","","20","25","10","1006","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.011650314152240751","0.009745602495968342"
"lin-ae-extra_exps-dsize-870","finished","-","ygideoni","","2023-05-17T11:32:41.000Z","152","","20","25","10","870","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.01141717743873596","0.010225209407508372"
"lin-ae-extra_exps-dsize-753","finished","-","ygideoni","","2023-05-17T11:30:20.000Z","138","","20","25","10","753","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.013857931852340698","0.011446399614214895"
"lin-ae-extra_exps-dsize-651","finished","-","ygideoni","","2023-05-17T11:28:18.000Z","119","","20","25","10","651","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.0119701456874609","0.009735929779708384"
"lin-ae-extra_exps-dsize-563","finished","-","ygideoni","","2023-05-17T11:26:14.000Z","120","","20","25","10","563","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.0122161955088377","0.010813474655151367"
"lin-ae-extra_exps-dsize-487","finished","-","ygideoni","","2023-05-17T11:24:37.000Z","94","","20","25","10","487","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.01134205761551857","0.008952716365456581"
"lin-ae-extra_exps-dsize-422","finished","-","ygideoni","","2023-05-17T11:22:37.000Z","117","","20","25","10","422","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.013124354660511015","0.010922945104539394"
"lin-ae-extra_exps-dsize-365","finished","-","ygideoni","","2023-05-17T11:21:01.000Z","93","","20","25","10","365","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.015204227060079574","0.01091513317078352"
"lin-ae-extra_exps-dsize-316","finished","-","ygideoni","","2023-05-17T11:19:48.000Z","70","","20","25","10","316","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.011610653817653655","0.009322047233581545"
"lin-ae-extra_exps-dsize-273","finished","-","ygideoni","","2023-05-17T11:18:35.000Z","70","","20","25","10","273","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.01150315697491169","0.008603887632489204"
"lin-ae-extra_exps-dsize-236","finished","-","ygideoni","","2023-05-17T11:17:33.000Z","59","","20","25","10","236","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.011168784081935884","0.007538361009210348"
"lin-ae-extra_exps-dsize-204","finished","-","ygideoni","","2023-05-17T11:16:30.000Z","60","","20","25","10","204","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.014868361204862594","0.010879919864237309"
"lin-ae-extra_exps-dsize-177","finished","-","ygideoni","","2023-05-17T11:15:36.000Z","52","","20","25","10","177","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.012455391600728036","0.010116461664438248"
"lin-ae-extra_exps-dsize-153","finished","-","ygideoni","","2023-05-17T11:14:40.000Z","52","","20","25","10","153","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.011106535151600838","0.006666357163339853"
"lin-ae-extra_exps-dsize-132","finished","-","ygideoni","","2023-05-17T11:13:52.000Z","45","","20","25","10","132","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.01112129357457161","0.006438134238123894"
"lin-ae-extra_exps-dsize-114","finished","-","ygideoni","","2023-05-17T11:13:03.000Z","46","","20","25","10","114","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.0182781620323658","0.00851111114025116"
"lin-ae-extra_exps-dsize-99","finished","-","ygideoni","","2023-05-17T11:12:15.000Z","45","","20","25","10","99","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.015339166715741155","0.009786726906895638"
"lin-ae-extra_exps-dsize-85","finished","-","ygideoni","","2023-05-17T11:11:29.000Z","43","","20","25","10","85","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.021190117180347443","0.015913203358650208"
"lin-ae-extra_exps-dsize-74","finished","-","ygideoni","","2023-05-17T11:10:42.000Z","44","","20","25","10","74","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.015036420598626137","0.008013401180505753"
"lin-ae-extra_exps-dsize-64","finished","-","ygideoni","","2023-05-17T11:09:53.000Z","40","","20","25","10","64","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.0217414755821228","0.014257235452532768"
"lin-ae-extra_exps-dsize-55","finished","-","ygideoni","","2023-05-17T11:09:13.000Z","37","","20","25","10","55","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.018170498102903367","0.009077267721295357"
"lin-ae-extra_exps-dsize-48","finished","-","ygideoni","","2023-05-17T11:08:36.000Z","34","","20","25","10","48","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.020931529104709624","0.010244126431643965"
"lin-ae-extra_exps-dsize-41","finished","-","ygideoni","","2023-05-17T11:07:58.000Z","35","","20","25","10","41","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.04183479988574982","0.03314631059765816"
"lin-ae-extra_exps-dsize-36","finished","-","ygideoni","","2023-05-17T11:07:21.000Z","35","","20","25","10","36","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.024516274839639664","0.005757336970418692"
"lin-ae-extra_exps-dsize-31","finished","-","ygideoni","","2023-05-17T11:06:44.000Z","32","","20","25","10","31","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.03751393330097198","0.009126363322138786"
"lin-ae-extra_exps-dsize-26","finished","-","ygideoni","","2023-05-17T11:06:05.000Z","36","","20","25","10","26","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.04027320545911789","0.01536228321492672"
"lin-ae-extra_exps-dsize-23","finished","-","ygideoni","","2023-05-17T11:05:26.000Z","36","","20","25","10","23","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.09384415221214294","0.02589799091219902"
"lin-ae-extra_exps-dsize-20","finished","-","ygideoni","","2023-05-17T11:04:52.000Z","31","","20","25","10","20","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.04704384583234787","0.00769002502784133"
"lin-ae-extra_exps-dsize-17","finished","-","ygideoni","","2023-05-17T11:04:10.000Z","39","","20","25","10","17","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.07976641929149628","0.006082478910684586"
"lin-ae-extra_exps-dsize-15","finished","-","ygideoni","","2023-05-17T11:03:31.000Z","30","","20","25","10","15","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.12176747810840606","0.005740748252719641"
"lin-ae-extra_exps-dsize-13","finished","-","ygideoni","","2023-05-17T11:02:55.000Z","33","","20","25","10","13","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.12066169381141664","0.00004838266977458261"
"lin-ae-extra_exps-dsize-11","finished","-","ygideoni","","2023-05-17T11:02:27.000Z","25","","20","25","10","11","[     11      13      15      17      20      23      26      31      36
      41      48      55      64      74      85      99     114     132
     153     177     204     236     273     316     365     422     487
     563     651     753     870    1006    1162    1344    1553    1795
    2075    2398    2771    3203    3702    4279    4946    5716    6607
    7636    8826   10201   11790   13626   15749   18203   21038   24316
   28103   32481   37541   43389   50148   57960   66989   77424   89485
  103425  119536  138157  159678  184552  213301  246528  284931  329316
  380615  439905  508432  587633  679172  784970  907249 1048576]","1000","100","20","0.001","1000","29445","0.395477786064148","1.6133590463596192e-8"
"lin-ae-dsize-583286","finished","-","dhjayalath","","2023-05-17T08:46:15.000Z","13612","","20","25","10","583286","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.010029959574341774","0.01034658309072256"
"lin-ae-dsize-423589","finished","-","dhjayalath","","2023-05-17T06:01:33.000Z","9880","","20","25","10","423589","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.010339793339371682","0.01031175535172224"
"lin-ae-dsize-307615","finished","-","dhjayalath","","2023-05-17T04:02:11.000Z","7159","","20","25","10","307615","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.010185712441802023","0.01028795912861824"
"lin-ae-dsize-223393","finished","-","dhjayalath","","2023-05-17T02:35:34.000Z","5195","","20","25","10","223393","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.010195232540369034","0.010308483615517616"
"lin-ae-dsize-162231","finished","-","dhjayalath","","2023-05-17T01:32:40.000Z","3772","","20","25","10","162231","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.010086124792695043","0.010274384170770643"
"lin-ae-dsize-117814","finished","-","dhjayalath","","2023-05-17T00:46:53.000Z","2744","","20","25","10","117814","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.013033569440245628","0.010267235338687897"
"lin-ae-dsize-85558","finished","-","dhjayalath","","2023-05-17T00:13:39.000Z","1992","","20","25","10","85558","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.009803436428308486","0.010264499112963676"
"lin-ae-dsize-62133","finished","-","dhjayalath","","2023-05-16T23:49:27.000Z","1450","","20","25","10","62133","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.0102753866314888","0.01017227303236723"
"lin-ae-dsize-45121","finished","-","dhjayalath","","2023-05-16T23:32:03.000Z","1042","","20","25","10","45121","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.01111284287273884","0.010073067620396614"
"lin-ae-dsize-32768","finished","-","dhjayalath","","2023-05-16T22:40:24.000Z","3097","","20","25","10","32768","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.010444737315177918","0.01016717404127121"
"lin-ae-dsize-23796","finished","-","dhjayalath","","2023-05-16T22:25:39.000Z","883","","20","25","10","23796","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.010574646353721618","0.010126344859600067"
"lin-ae-dsize-17281","finished","-","dhjayalath","","2023-05-16T22:05:40.000Z","1196","","20","25","10","17281","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.010588459998369215","0.010048049502074718"
"lin-ae-dsize-12549","finished","-","dhjayalath","","2023-05-16T21:57:46.000Z","471","","20","25","10","12549","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.01052943068742752","0.009878459386527538"
"lin-ae-dsize-9113","finished","-","dhjayalath","","2023-05-16T21:52:00.000Z","344","","20","25","10","9113","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.010288891807198525","0.009727315977215769"
"lin-ae-dsize-6618","finished","-","dhjayalath","","2023-05-16T21:47:41.000Z","257","","20","25","10","6618","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.009998506247997283","0.009725205600261688"
"lin-ae-dsize-4806","finished","-","dhjayalath","","2023-05-16T21:44:30.000Z","189","","20","25","10","4806","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.01073128452897072","0.009971925988793371"
"lin-ae-dsize-3490","finished","-","dhjayalath","","2023-05-16T21:42:07.000Z","140","","20","25","10","3490","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.010546405211091042","0.009874166920781136"
"lin-ae-dsize-2534","finished","-","dhjayalath","","2023-05-16T21:40:19.000Z","106","","20","25","10","2534","[      8      11      15      20      28      39      54      75     103
     142     196     270     371     512     705     970    1336    1840
    2534    3490    4806    6618    9113   12549   17281   23796   32768
   45121   62133   85558  117814  162231  223393  307615  423589  583286
  803191 1106002 1522975 2097152]","1000","100","20","0.001","1000","","0.01027089412510395","0.009909948334097862"
